DKProTCInstanceID	FrequencyOfBekommenGruppe	FrequencyOfPassiveSentences	FrequencyOfPassiveWithAdjective	FrequencyOfPassiveWithImpersonalPronoun	FrequencyOfPassiveWithSichLassen	FrequencyOfPassiveWithZu	FrequencyOfTypicalPassive	NrofChars	NrofSentences	NrofTokens	NrofTokensPerSentence	TokLenRatio	avgNumCharsSent	avgNumCharsToken	frequencyOfAllSuffixes	frequencyOfHEIT	frequencyOfIE	frequencyOfKEIT	frequencyOfMENT	frequencyOfMUS	frequencyOfNIS	frequencyOfPrepositionalPhrase	frequencyOfSCHAFT	frequencyOfTION	frequencyOfTUM	frequencyOfT�u164T	frequencyOfUNG	nrOfSpellingMistakes	standardDevCharsPerSentence	standardDevCharsPerToken	standardDevTokensPerSentence	outcome
372	0.166667	0.833333	0	0.333333	0	0	0.333333	1019	6	167	27.833333	1	169	5.440252	0.189189	0.054054	0.027027	0	0	0	0	0.123596	0	0	0	0	0.108108	0.065868	50.222837	3.195105	7.711824	4
373	0	0.2	0	0.2	0	0	0	883	10	149	14.9	1	87.4	5.338129	0.176471	0	0.029412	0	0	0	0	0.1	0	0	0	0	0.147059	0.080537	25.9083	2.862695	3.832754	3
374	0.166667	0.5	0	0.333333	0	0	0	681	6	122	20.333333	1	112.666667	4.939655	0.05	0	0.05	0	0	0	0	0.071429	0	0	0	0	0	0.057377	44.969125	3.168511	8.69227	3
375	0	0.888889	0	0.222222	0	0.222222	0.444444	988	9	164	18.222222	1	108.888889	5.367742	0.157895	0	0.052632	0.026316	0	0	0.026316	0.077778	0	0	0	0	0.052632	0.060976	61.074535	3.300087	9.863263	3
376	0	0.571429	0	0	0	0.142857	0.428571	782	7	137	19.571429	1	110.857143	5.069767	0.103448	0	0	0	0	0	0	0.093333	0	0	0	0	0.103448	0.080292	38.709277	2.567495	6.863093	2
377	0	0.833333	0	0.5	0	0.166667	0.166667	1120	6	186	31	1	185.833333	5.324022	0.105263	0	0	0	0	0	0	0.091954	0	0.026316	0	0	0.078947	0.053763	68.072061	3.419633	11.090537	2
378	0	0.714286	0	0	0	0.285714	0.428571	1001	7	170	24.285714	1	142.142857	5.222222	0.131579	0	0	0.026316	0	0	0	0.105882	0	0.026316	0	0	0.078947	0.058824	55.0699	3.21647	8.206518	4
379	0	0.222222	0	0	0	0.111111	0.111111	952	9	171	19	1	104.888889	4.9875	0.125	0.025	0.025	0	0	0	0	0.129412	0	0	0	0	0.075	0.064327	41.733132	2.932549	7.731609	5
380	0	0.857143	0.285714	0	0	0	0.571429	1056	7	172	24.571429	1	150	5.466667	0.1	0	0.05	0.025	0	0	0	0.097561	0	0	0	0	0.025	0.052326	71.960307	3.655686	11.159328	5
381	0	0.9	0	0.3	0	0.3	0.3	1450	10	258	25.8	1	144.1	4.931452	0.24	0.04	0.02	0.04	0	0	0.02	0.098485	0	0	0	0	0.12	0.054264	79.228088	3.211518	15.230233	4
382	0	0.833333	0	0	0	0.333333	0.5	1131	6	185	30.833333	1	187.666667	5.477273	0.073171	0	0.02439	0	0	0	0.02439	0.094118	0	0.02439	0	0	0	0.048649	111.387711	3.559486	17.723964	4
383	0	1	0	0.25	0	0	0.75	895	4	159	39.75	1	223	4.895425	0.0625	0	0.03125	0	0	0	0	0.128205	0.03125	0	0	0	0	0.081761	58.902462	3.033933	12.295833	3
384	0	0.25	0	0.125	0	0	0.125	748	8	121	15.125	1	92.625	5.584071	0.035714	0	0	0	0	0	0	0.042857	0	0	0	0	0.035714	0.07438	27.156664	2.792929	4.342738	2
385	0	0.5	0	0	0	0	0.5	1105	6	166	27.666667	1	183.333333	6	0.166667	0	0	0.02381	0	0	0	0.178571	0.047619	0	0	0	0.095238	0.060241	63.067865	3.944585	9.533566	4
386	0	0.5	0.166667	0.166667	0	0.166667	0	813	6	138	23	1	134.666667	5.145038	0.038462	0	0	0	0	0	0	0.125	0	0	0	0	0.038462	0.086957	59.606115	2.965764	10.40833	1
387	0	0.714286	0	0.142857	0	0.142857	0.428571	860	7	159	22.714286	1	122	4.735099	0.038462	0	0	0	0	0	0	0.012987	0	0	0	0	0.038462	0.081761	53.342559	2.766167	9.691149	2
388	0	0.222222	0	0	0	0.111111	0.111111	774	9	139	15.444444	1	85.111111	5.03125	0.029412	0	0	0.029412	0	0	0	0.081081	0	0	0	0	0	0.064748	27.714595	2.766816	4.24555	2
389	0	0.888889	0.111111	0.333333	0	0	0.444444	1102	9	189	21	1	121.555556	5.15	0.022727	0	0.022727	0	0	0	0	0.079208	0	0	0	0	0	0.111111	53.767217	2.846977	8.831761	3
390	0	0.818182	0	0.272727	0	0.363636	0.181818	1146	11	206	18.727273	1	103.272727	4.897959	0.133333	0	0	0.022222	0	0	0	0.132075	0.022222	0.022222	0.022222	0	0.044444	0.053398	31.293598	3.150931	7.758759	2
391	0	0.5	0	0	0	0.166667	0.333333	678	6	115	19.166667	1	112.166667	5.201835	0.095238	0	0	0	0	0	0	0.098361	0	0	0	0	0.095238	0.121739	64.852182	3.320163	9.719682	2
392	0	0.111111	0	0	0	0.111111	0	845	9	150	16.666667	1	93	5.035461	0.178571	0	0	0.071429	0	0	0	0.026667	0.035714	0	0	0	0.071429	0.106667	47.942095	2.888989	7.958224	2
393	0	0.428571	0	0.285714	0	0.142857	0	761	7	137	19.571429	1	107.857143	4.945736	0	0	0	0	0	0	0	0.073529	0	0	0	0	0	0.036496	77.672258	2.899639	13.87554	3
394	0.090909	0.272727	0	0.090909	0	0	0.090909	1215	11	206	18.727273	1	109.545455	5.273196	0.192308	0	0.019231	0.019231	0	0	0	0.127451	0	0.019231	0	0	0.134615	0.043689	48.246269	3.235213	8.486255	4
395	0	0.5	0	0.2	0	0.1	0.2	1168	10	193	19.3	1	115.9	5.392265	0.054054	0	0	0	0	0	0	0.09	0	0	0	0	0.054054	0.082902	56.427741	3.156287	9.716481	3
396	0	0.285714	0	0.285714	0	0	0	641	7	110	15.714286	1	90.714286	5.223301	0.185185	0.037037	0.037037	0	0	0	0.037037	0.05	0	0	0	0	0.074074	0.081818	33.601506	2.748105	4.430875	2
397	0	0.857143	0	0.571429	0	0	0.285714	764	7	148	21.142857	1	108.285714	4.524823	0	0	0	0	0	0	0	0.085714	0	0	0	0	0	0.067568	40.301415	2.745936	8.166632	1
398	0.166667	1.166667	0	0.333333	0	0	0.666667	807	6	145	24.166667	1	133.666667	4.848921	0	0	0	0	0	0	0	0.105263	0	0	0	0	0	0.110345	67.324257	3.097722	10.253726	2
399	0	2	0	0	0	1	1	424	1	71	71	1	424	5.084507	0.0625	0	0	0	0	0	0	0.121212	0	0	0	0	0.0625	0.15493	0	2.776899	0	1
400	0	0.4	0	0.1	0	0	0.3	1111	10	192	19.2	1	110.2	5.160221	0.102041	0	0	0	0	0	0	0.09	0.020408	0.020408	0.020408	0	0.040816	0.067708	54.477151	2.969787	8.964374	2
401	0	0.4	0.1	0.2	0	0	0.1	1361	10	229	22.9	1	135.2	5.294931	0.043478	0	0	0	0	0	0	0.090164	0	0.043478	0	0	0	0.074236	87.342773	3.170373	13.456968	4
402	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
403	0	0.5	0	0.333333	0	0.166667	0	821	6	143	23.833333	1	136	5.080292	0.074074	0	0	0	0	0	0	0.085714	0.037037	0	0	0	0.037037	0.083916	38.340579	3.284688	8.008676	2
404	0	3	0	1	0	1	1	476	1	85	85	1	476	4.9875	0.111111	0	0	0	0	0	0	0.108108	0	0	0	0	0.111111	0.058824	0	2.874429	0	1
405	0	1	0	0.4	0	0.4	0.2	851	5	154	30.8	1	169.4	4.791946	0.066667	0.033333	0	0	0	0	0	0.075949	0	0	0	0	0.033333	0.045455	43.527463	2.675454	8.423776	2
406	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
407	0	0.555556	0	0.111111	0	0.111111	0.333333	984	9	159	17.666667	1	108.444444	5.6	0.026316	0	0	0	0	0	0	0.105882	0	0	0	0	0.026316	0.08805	33.691776	3.411744	5.849976	3
408	0.333333	1.666667	0	0.666667	0	0	0.666667	1113	3	175	58.333333	1	370.333333	5.720238	0.2	0	0	0	0	0	0	0.085366	0.025	0.075	0	0	0.1	0.091429	222.185108	3.51684	33.089105	3
409	0	0.571429	0.285714	0.142857	0	0	0.142857	1224	7	205	29.285714	1	174	5.42268	0.204545	0	0	0	0	0	0	0.072165	0	0.181818	0	0	0.022727	0.117073	119.584997	3.079145	20.090611	1
410	0	1.2	0	0.8	0	0.2	0.2	970	5	178	35.6	1	193.2	4.726744	0.296296	0.074074	0.037037	0.037037	0	0	0	0.111111	0	0.037037	0	0	0.111111	0.044944	48.556771	2.945392	10.781466	2
411	0	0.333333	0	0.111111	0	0.111111	0.111111	1327	9	214	23.777778	1	146.555556	5.487805	0.12766	0	0.021277	0.021277	0	0	0	0.084112	0	0.042553	0	0	0.042553	0.074766	81.544958	3.201539	14.045781	3
412	0	0.5	0	0.25	0	0	0.25	784	8	132	16.5	1	97.125	5.390244	0.038462	0	0	0	0	0	0	0.028986	0	0	0	0	0.038462	0.075758	47.387861	2.994939	8.87412	3
413	0.1	0.2	0	0	0	0	0.1	1127	10	185	18.5	1	111.8	5.451429	0.142857	0	0	0	0	0	0	0.052632	0	0.02381	0	0	0.119048	0.086486	26.690073	2.899593	3.956008	4
414	0	1.363636	0.090909	0.181818	0	0.454545	0.636364	1218	11	231	21	1	109.909091	4.565611	0.026316	0	0	0	0	0	0	0.08547	0	0	0	0	0.026316	0.099567	41.849198	2.581082	8.067894	2
415	0	1	0	0.666667	0	0	0.333333	551	3	99	33	1	183	4.870968	0	0	0	0	0	0	0	0.065217	0	0	0	0	0	0.151515	41.721298	2.692985	7.788881	1
416	0	0.833333	0	0.166667	0	0.166667	0.5	1353	6	237	39.5	1	224.666667	5.057778	0.108696	0	0.021739	0	0	0	0	0.126126	0	0.021739	0.021739	0	0.043478	0.109705	109.982827	3.01275	20.369503	1
417	0	0.5	0	0.125	0	0.25	0.125	1097	8	183	22.875	1	136.25	5.306818	0.16129	0	0	0.032258	0.032258	0	0	0.052632	0.032258	0	0	0	0.064516	0.087432	98.333298	3.234607	14.793897	3
418	1	1	0	0	0	0	0	617	1	98	98	1	617	5.360825	0	0	0	0	0	0	0	0.052632	0	0	0	0	0	0.010204	0	2.781328	0	2
419	0	0.6	0	0.2	0	0	0.4	741	5	122	24.4	1	147.4	5.318966	0.12	0.04	0	0	0	0	0	0.092308	0	0	0	0	0.08	0.04918	83.18798	3.030304	12.955308	3
420	0	1	0	0	0	0	1	224	1	32	32	1	224	6.09375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	3.214803	0	0
421	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
422	0	0.272727	0	0.181818	0	0	0.090909	688	11	121	11	1	61.636364	5.209091	0.166667	0	0	0	0	0	0	0.054795	0.041667	0	0	0	0.125	0.041322	26.254948	2.802906	4.670994	1
423	0	0.714286	0	0.285714	0	0.142857	0.285714	1105	7	204	29.142857	1	157.142857	4.762887	0.090909	0.022727	0.022727	0	0	0	0	0.13	0	0	0	0	0.045455	0.083333	79.367911	3.068877	11.679391	1
424	0	0	0	0	0	0	0	906	8	149	18.625	1	112.375	5.605839	0.184211	0.026316	0	0.052632	0	0	0	0.125	0	0.078947	0	0	0.026316	0.080537	49.256821	3.462748	9.564746	4
425	0	0.333333	0	0.111111	0	0	0.222222	718	9	142	15.777778	1	78.888889	4.48855	0.090909	0	0	0	0	0	0	0.105263	0.045455	0	0	0	0.045455	0.091549	33.504376	2.358569	6.762277	1
426	0	0.2	0	0	0	0.1	0.1	904	10	148	14.8	1	89.5	5.507246	0.03125	0	0	0.03125	0	0	0	0.095238	0	0	0	0	0	0.060811	27.012034	3.242039	4.467662	2
427	0	0.333333	0	0	0	0	0.333333	263	3	42	14	1	87	5.717949	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	6.480741	2.551508	1.632993	1
428	0	0	0	0	0	0	0	1004	9	169	18.777778	1	110.666667	5.264151	0.108108	0.027027	0	0	0	0	0	0.072917	0	0	0	0	0.081081	0.071006	40.499657	2.612146	7.161281	2
429	0	0.333333	0	0	0	0.333333	0	755	3	137	45.666667	1	251	4.804511	0.034483	0	0	0	0	0	0	0.095238	0	0	0	0	0.034483	0.109489	36.45088	2.797579	3.091206	1
430	0	0.538462	0	0.153846	0	0.230769	0.153846	1696	13	272	20.923077	1	129.538462	5.578125	0.134615	0.019231	0	0.019231	0	0	0.019231	0.072464	0	0	0	0	0.076923	0.099265	112.618905	3.577511	18.227036	3
431	0.111111	1	0	0.444444	0	0.111111	0.333333	1303	9	217	24.111111	1	143.888889	5.251208	0.051282	0	0	0.025641	0	0	0.025641	0.078261	0	0	0	0	0	0.105991	60.458332	3.123031	10.429067	2
432	0	0.307692	0	0.153846	0	0.153846	0	1296	13	220	16.923077	1	98.769231	5.280193	0.093023	0	0	0.046512	0	0	0	0.058333	0	0.023256	0	0	0.023256	0.072727	40.082902	3.122111	7.130234	3
433	0	3	0	1	0	1	1	1103	1	198	198	1	1103	4.909574	0	0	0	0	0	0	0	0.0875	0	0	0	0	0	0.10101	0	2.548949	0	1
434	0	3	0	1	0	1	1	1423	1	222	222	1	1423	5.575342	0.205128	0	0	0.076923	0	0	0	0.107843	0	0.025641	0	0	0.102564	0.121622	0	3.337559	0	4
435	0.111111	0.777778	0	0.444444	0	0.222222	0	1285	9	231	25.666667	1	141.888889	4.882353	0.151515	0	0	0	0	0	0	0.078947	0	0.030303	0	0	0.121212	0.090909	123.725902	3.070028	21.322914	2
436	0	0.6	0	0.2	0	0.1	0.3	1369	10	217	21.7	1	136	5.626214	0.133333	0	0.022222	0.044444	0	0	0.022222	0.102564	0.044444	0	0	0	0	0.078341	70.427267	3.714455	11.47214	3
437	0.142857	1.142857	0	0.285714	0	0.428571	0.285714	1499	7	250	35.714286	1	213.285714	5.195021	0.15	0	0	0	0	0	0	0.040984	0	0.05	0	0	0.1	0.092	78.486968	2.892137	13.187811	3
438	0	0.923077	0	0.384615	0	0.307692	0.230769	1725	13	288	22.153846	1	131.769231	5.321168	0.16	0.02	0	0	0	0	0.06	0.027778	0	0.02	0	0	0.06	0.083333	74.494351	3.641677	10.523572	2
439	0.076923	0.384615	0.076923	0.076923	0	0.153846	0	1312	13	235	18.076923	1	100	4.900901	0.119048	0.02381	0	0.02381	0	0	0	0.048	0	0	0	0	0.071429	0.059574	37.028056	2.919197	6.999577	3
440	0	0.375	0	0.125	0	0.125	0.125	973	8	173	21.625	1	120.75	4.855422	0.225806	0.096774	0	0	0.032258	0	0	0.033708	0	0	0	0	0.096774	0.086705	47.837616	2.751265	7.647508	3
441	0	0.666667	0	0.166667	0	0.166667	0.333333	1671	12	265	22.083333	1	138.333333	5.620553	0.285714	0.035714	0.071429	0.053571	0.035714	0	0.017857	0.059259	0	0.017857	0	0	0.053571	0.067925	50.695715	3.874296	8.597076	4
442	0	0.727273	0.090909	0.272727	0	0.272727	0.090909	1488	11	255	23.181818	1	134.363636	5.267782	0.195652	0	0	0.043478	0	0	0	0.067164	0.021739	0	0	0	0.130435	0.07451	91.224272	3.896604	16.263837	2
443	0	0.615385	0.076923	0.307692	0	0.076923	0.153846	1708	13	308	23.692308	1	130.461538	4.830508	0.169811	0.056604	0.018868	0.018868	0	0	0	0.064103	0	0	0	0	0.075472	0.107143	68.649181	2.847256	11.83466	4
444	0	0.363636	0	0.181818	0	0	0.181818	1548	11	244	22.181818	1	139.818182	5.678112	0.14	0	0.04	0.06	0	0	0	0.12	0	0	0	0	0.04	0.102459	32.813019	3.67386	6.102431	4
445	0	0.3	0	0.1	0	0	0.2	1498	10	257	25.7	1	148.9	5.159836	0.14	0	0	0.04	0	0	0	0.097561	0	0.02	0	0	0.08	0.089494	68.571787	3.130211	11.454693	4
446	0	0.545455	0	0.181818	0.090909	0	0.272727	1403	11	236	21.454545	1	126.636364	5.271111	0.229167	0.0625	0	0.041667	0	0	0.020833	0.109244	0	0.020833	0	0	0.083333	0.09322	44.851822	3.385237	6.706356	5
447	0	0.666667	0	0	0	0.333333	0.333333	970	3	139	46.333333	1	322.666667	6.139706	0.263158	0.026316	0.078947	0.026316	0	0	0	0.153846	0	0	0	0	0.131579	0.071942	146.820374	3.423906	20.981473	3
448	1	3	0	0	0	1	1	1263	1	212	212	1	1263	5.146341	0.064516	0	0	0	0	0	0	0.09375	0	0	0	0	0.064516	0.108491	0	2.627815	0	1
449	0	0.615385	0	0	0	0.153846	0.461538	1090	13	183	14.076923	1	82.923077	5.420118	0.088235	0	0	0.029412	0	0	0.029412	0.019048	0	0	0	0	0.029412	0.136612	24.496347	3.327465	3.970304	4
450	0.0625	0.1875	0	0.125	0	0	0	1376	16	234	14.625	1	85.0625	5.296804	0.106383	0	0	0	0.021277	0	0	0.023438	0	0.021277	0	0	0.06383	0.076923	54.297179	2.96379	8.908388	2
451	0	0.058824	0	0	0	0.058824	0	1523	17	244	14.352941	1	88.647059	5.712389	0.134615	0	0	0.019231	0	0	0	0.043165	0	0	0	0	0.115385	0.090164	41.384767	3.363196	7.22692	3
452	0	0.25	0	0	0	0.125	0.125	1077	8	175	21.875	1	133.75	5.479042	0.111111	0	0.027778	0	0.027778	0	0	0.056818	0	0	0	0	0.055556	0.097143	57.087104	3.393968	11.095466	3
453	0	2	0	0	0	1	1	1465	1	250	250	1	1465	5.060241	0.043478	0.021739	0	0	0	0	0	0.090909	0	0	0	0	0.021739	0.096	0	3.325752	0	3
454	0	0.6	0	0	0	0.2	0.4	1022	5	176	35.2	1	203.6	5.101796	0.086957	0	0	0	0	0	0	0.064103	0	0	0	0	0.086957	0.125	89.065369	2.62561	14.945233	2
455	0	0.2	0	0.1	0	0.1	0	1232	10	221	22.1	1	122.3	4.872038	0.071429	0.02381	0.02381	0	0	0	0	0.100917	0	0	0	0	0.02381	0.095023	35.210936	2.722162	6.3	3
456	0	2	1	0	0	0	1	1450	1	240	240	1	1450	5.285106	0.131579	0.026316	0.026316	0.026316	0	0	0	0.086022	0	0	0	0	0.052632	0.0875	0	3.270694	0	2
457	0	1	0	0.625	0	0	0.375	1147	8	190	23.75	1	142.5	5.407821	0.097561	0.02439	0	0	0	0	0.073171	0.150538	0	0	0	0	0	0.057895	76.234835	3.403276	12.862251	2
458	0	0.8	0	0.266667	0.066667	0.133333	0.333333	1628	15	260	17.333333	1	107.6	5.64898	0.086957	0.021739	0	0.021739	0	0	0	0.065217	0	0	0	0	0.043478	0.115385	43.261684	3.62295	6.953816	3
459	0	0.266667	0	0.066667	0	0	0.2	1363	15	223	14.866667	1	89.933333	5.538462	0.363636	0	0.068182	0.045455	0.045455	0	0	0.056911	0	0.045455	0	0	0.159091	0.174888	33.483263	3.29896	5.475602	3
460	0	0.4	0	0.4	0	0	0	380	5	66	13.2	1	75.2	5.177419	0.090909	0	0	0	0	0	0	0.027778	0	0	0	0	0.090909	0.030303	49.49505	3.113572	8.059777	0
461	0.25	1.75	0.25	0.25	0.25	0.25	0.5	1766	4	286	71.5	1	441.5	5.44484	0.173077	0	0.038462	0.038462	0	0	0.019231	0.104	0	0	0	0	0.076923	0.094406	485.152296	3.535984	76.845624	4
462	0.0625	0.25	0	0.125	0	0	0.0625	1560	16	265	16.5625	1	96.5625	5.305221	0.044444	0	0	0	0	0	0	0.067164	0	0.022222	0	0	0.022222	0.045283	46.701136	3.579731	8.810283	4
463	0	0.375	0	0.0625	0.0625	0.1875	0.0625	1526	16	257	16.0625	1	94.4375	5.407563	0.021739	0.021739	0	0	0	0	0	0.074324	0	0	0	0	0	0.054475	24.622065	3.278057	4.749589	4
464	0	0.75	0	0.5	0	0	0.25	1331	8	229	28.625	1	165.5	5.096774	0.163265	0	0.020408	0.040816	0	0	0	0.136364	0	0.040816	0	0	0.061224	0.074236	103.294482	2.776604	18.206712	1
465	0	0.222222	0	0	0	0	0.222222	1452	9	258	28.666667	1	160.555556	4.942857	0.139535	0	0	0.023256	0	0	0.023256	0.059322	0	0.023256	0	0	0.069767	0.085271	92.65241	2.715939	15.620499	3
466	0.058824	0.588235	0	0.176471	0	0.117647	0.235294	1551	17	255	15	1	90.294118	5.561181	0.24	0	0.02	0.02	0	0.02	0.02	0.097744	0	0	0	0	0.16	0.066667	48.625538	3.883516	8.138507	4
467	0	2	0	0	0	1	1	1212	2	209	104.5	1	605.5	4.850962	0.115385	0	0	0	0	0	0	0.038835	0	0.038462	0	0	0.076923	0.105263	29.5	2.546094	3.5	1
468	0	0.277778	0	0.166667	0	0	0.111111	1596	18	273	15.166667	1	87.722222	5.258824	0.150943	0.056604	0	0.037736	0	0	0	0.068966	0	0.018868	0	0	0.037736	0.095238	30.64638	3.088827	5.570258	3
469	0	0.111111	0	0	0	0.111111	0	795	9	133	14.777778	1	87.444444	5.422764	0.1	0	0.033333	0	0	0	0.033333	0.08642	0	0.033333	0	0	0	0.022556	38.523041	3.361688	6.051222	1
470	0	0.294118	0.058824	0	0	0.058824	0.176471	1306	17	247	14.529412	1	75.882353	4.673913	0.025641	0	0.025641	0	0	0	0	0.107692	0	0	0	0	0	0.040486	30.718614	2.641264	5.626802	1
471	0	0.307692	0.076923	0.153846	0	0.076923	0	951	13	175	13.461538	1	72.230769	4.833333	0.068966	0	0	0.034483	0	0	0	0.027523	0	0	0	0	0.034483	0.137143	26.168548	2.507396	5.01713	2
472	0	0.375	0.125	0	0	0.125	0.125	944	8	163	20.375	1	117.125	5.187097	0.176471	0	0	0.029412	0	0	0.029412	0.013158	0	0	0	0	0.117647	0.079755	50.026087	3.588129	7.663836	3
473	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
474	0	0.909091	0	0.363636	0	0.363636	0.181818	1258	11	223	20.272727	1	113.454545	4.948113	0.12	0.04	0.04	0	0	0	0	0.054545	0	0.04	0	0	0	0.076233	48.330987	2.852034	8.432523	3
475	0.076923	0.307692	0	0	0	0.076923	0.153846	1522	13	234	18	1	116.153846	5.882353	0.142857	0.017857	0	0.017857	0	0	0	0.081481	0	0	0	0	0.107143	0.089744	42.162408	3.882284	5.79124	4
476	0	0.384615	0.076923	0.153846	0	0.076923	0.076923	1432	13	242	18.615385	1	109.230769	5.296943	0.166667	0.020833	0.020833	0	0.020833	0	0	0.089431	0	0	0	0	0.104167	0.061983	41.818571	3.651767	6.498976	4
477	0	0.533333	0.133333	0	0	0.066667	0.333333	1398	15	253	16.866667	1	92.266667	4.882353	0.068182	0	0	0	0	0	0	0.073529	0	0	0	0	0.068182	0.063241	56.448757	2.987865	9.749302	4
478	0	0.285714	0	0.071429	0	0.142857	0.071429	1261	14	223	15.928571	1	89.142857	5.066986	0.228571	0	0	0	0	0	0.057143	0.064516	0	0.028571	0	0	0.142857	0.076233	29.340019	3.319554	5.297766	2
479	0	1	0	0.375	0	0.25	0.375	1268	8	241	30.125	1	157.625	4.515021	0.069767	0	0	0	0	0	0	0.102564	0	0.046512	0	0	0.023256	0.045643	70.705264	2.391147	14.225308	1
480	0	0.8	0.066667	0.4	0	0.2	0.133333	1397	15	236	15.733333	1	92.2	5.321267	0.051282	0	0.025641	0	0	0	0	0.085271	0	0	0	0	0.025641	0.072034	28.305948	3.261034	4.781446	4
481	0	0.533333	0	0.266667	0	0.133333	0.133333	1336	15	246	16.4	1	88.133333	4.817391	0.081633	0.020408	0	0	0	0	0	0.066667	0	0.020408	0	0	0.040816	0.097561	41.869427	2.941702	7.328483	3
482	0	0.666667	0	0.555556	0.111111	0	0	831	9	146	16.222222	1	91.444444	5.109489	0.071429	0	0.035714	0	0	0	0	0.111111	0	0	0	0	0.035714	0.09589	29.162804	2.966181	5.769224	2
483	0	0.307692	0	0.153846	0	0.153846	0	1560	13	283	21.769231	1	119.076923	4.872659	0.068966	0	0	0	0	0.034483	0	0.068966	0	0.017241	0	0	0.017241	0.077739	56.559651	3.002914	10.591389	3
484	0.066667	0.333333	0	0.2	0	0	0.066667	1600	15	251	16.733333	1	105.733333	5.779661	0.264151	0	0.056604	0.075472	0.037736	0	0	0.072464	0	0	0	0	0.09434	0.095618	47.763957	3.723802	7.178363	4
485	0	0.071429	0	0.071429	0	0	0	1095	14	197	14.071429	1	77.285714	4.978142	0.026316	0	0.026316	0	0	0	0	0.088496	0	0	0	0	0	0.076142	28.539268	2.791392	5.147319	1
486	0	0.5	0	0	0	0	0.5	1188	2	182	91	1	593.5	5.731844	0.1	0	0.075	0	0	0	0	0.061728	0	0	0	0	0.025	0.087912	431.5	3.424467	67	2
487	0	2	0	0	0	1	1	1401	1	194	194	1	1401	6.366492	0.070175	0	0.052632	0	0	0	0	0.061224	0	0	0	0	0.017544	0.103093	0	4.416974	0	2
488	0	0.428571	0	0.285714	0	0	0.142857	749	7	121	17.285714	1	106.142857	5.633929	0.125	0	0	0	0	0	0	0.092308	0	0	0	0	0.125	0.090909	32.572682	3.061849	5.034574	3
489	0	0.384615	0	0.153846	0	0.076923	0.153846	1196	13	216	16.615385	1	91.076923	4.916256	0.027027	0	0	0	0	0	0	0.075472	0	0.027027	0	0	0	0.101852	32.726046	2.910467	5.877447	3
490	0	0.466667	0	0.133333	0	0.066667	0.266667	1482	15	251	16.733333	1	97.866667	5.297872	0.163265	0.040816	0	0.020408	0	0	0	0.078014	0	0	0	0	0.102041	0.043825	48.790527	3.125155	7.122422	3
491	0	3	0	1	0	1	1	1316	1	203	203	1	1316	5.696517	0.108108	0	0	0.027027	0	0	0	0.073684	0	0.054054	0	0	0.027027	0.098522	0	3.936364	0	3
492	0	0.2	0.066667	0	0.133333	0	0	1524	15	250	16.666667	1	100.666667	5.502128	0.115385	0	0.019231	0.019231	0	0	0	0.057554	0	0	0	0	0.076923	0.124	42.639054	3.249058	7.235714	3
493	0	0.166667	0	0.111111	0	0.055556	0	1907	18	343	19.055556	1	105	4.929231	0.063492	0	0	0	0.031746	0	0	0.062147	0	0	0	0	0.031746	0.03207	70.164093	3.19296	12.10818	3
494	0	0.75	0	0.25	0	0.25	0.25	539	4	92	23	1	134	5.159091	0.176471	0.058824	0.058824	0	0	0	0	0.111111	0	0	0	0	0.058824	0.032609	39.236463	2.807807	6.204837	3
495	0	0.555556	0	0.333333	0	0.055556	0.166667	1920	18	312	17.333333	1	105.722222	5.534014	0.125	0	0	0	0.017857	0	0.017857	0.10625	0	0	0	0	0.089286	0.080128	40.116228	3.494972	5.587685	3
496	0	0.4	0	0.1	0	0.1	0.2	1490	10	234	23.4	1	148.1	5.726457	0.215686	0	0	0.058824	0	0	0.058824	0.083333	0	0.039216	0	0	0.058824	0.055556	68.665057	4.01584	9.89141	5
497	0	0.8	0	0.2	0	0.4	0.2	1278	10	227	22.7	1	126.9	4.894009	0	0	0	0	0	0	0	0.039683	0	0	0	0	0	0.110132	59.449895	2.574746	10.469479	2
498	0	0.555556	0	0	0	0.222222	0.333333	1325	9	206	22.888889	1	146.333333	5.771574	0.135135	0	0.027027	0.027027	0	0	0.027027	0.122642	0	0	0	0	0.054054	0.101942	57.505555	4.034572	8.685165	4
